id	label
1006567084833329152	0
948268958054080512	1
1386191114	0
942069796765683713	0
942151866380582912	0
1006567019406331904	0
494023910434672641	1
899378115205632001	1
494023475989082112	0
899664727089041409	0
903580745431748609	1
1070775891486109696	0
903586223985479680	1
903581479522799616	1
1006567042189746176	0
850355506787037184	0
942156319297073152	0
903583421544284160	1
899098421507878913	1
959818974723702785	1
942787853200842757	0
903583212512976896	1
1390030216	0
850357225646370816	0
942438594433638400	0
1748422654	0
899621391007457280	1
1069488566777012225	0
903584639251615744	1
959839427479482368	1
942062793225797632	0
1070761791683223553	1
946893879344852994	1
1069587836318306304	0
899401779510685698	0
959831334288945154	0
942217792627138561	0
1070753943645552640	0
1006567039362727936	0
494025897943396356	0
959823647891427328	1
1640136649	0
1104680554	1
1006567121202155520	0
959850628674736130	1
1070726825767247873	0
1847404705	0
1498122809	0
1006567014956011521	0
942248821668560896	0
1070158831248961537	1
1593368722	0
943316176825999360	0
942165736373530631	0
1006567102818455552	0
948257294785175552	0
1006567115585974278	0
899654573383598080	1
1315380799	0
1236865896	0
1564786390	0
959825088697765889	1
850357910022623233	0
903584488944521216	0
1069085862766333954	1
943320045274521600	0
942778699493101569	1
959822900789424134	1
1069561587533516805	1
898970754573680640	1
494022855978270720	0
899666380072431616	1
942829513309872139	0
1006567125593591808	0
850355265841098753	0
494025801189564416	1
494024540578914304	0
903577795200245764	1
903580752671117312	1
494025770902097920	0
1475733364	0
1006567127896219654	0
494027220953092096	0
943320966331068416	0
494025569101553665	0
1070941320758378496	0
1070791285533855744	0
903587055976009728	1
1070716229839699975	1
1069846010388733952	1
903582842260779008	1
903579997159526401	1
903584475711512576	0
850354616667688963	0
1369899756	0
1069052110027730945	0
850355121301147648	0
1006567099802632192	0
494022904183803904	0
959804243065503749	1
1069830790492483586	1
494026784745488384	0
1069193513009537024	1
1006567115736772608	0
899108615478444032	0
942681288091238401	0
1070814590026608642	0
899121477005475840	1
899301731053514753	0
1503011420	0
1006567047084625920	0
1070794433732509696	1
850356928853180416	0
1694683947	0
1006567036976353281	0
959832153314832384	0
494025436163477504	0
1889138291	0
1006567005166678016	0
494024496219967489	0
494026776746917888	1
1070937893231910917	1
903583068988035072	1
1069115142217105408	1
959837327723032576	1
850356595611533312	0
943316884987969536	0
903581182859857920	0
850357612067651585	0
1219546213	0
1232987513	0
494022067969597440	0
942832315344056320	1
942097444707422208	0
1006567075018608642	0
903586683106586624	0
850353041656229888	0
898972184022069248	1
1576141082	0
899388726001848322	0
899260858701840385	1
903583573973852160	0
1070700161930838016	0
1583054556	0
903583083596840960	0
850354632085962754	0
494026984901861376	0
1377831326	0
946588761865048064	0
942487604968144896	0
1006566967602532354	0
1069110975364833281	1
903585588753948672	1
1069087823813320709	1
1006567090613080064	0
1070703677147701250	1
1006567059344510976	1
899207412850282496	1
1698638155	0
1603665957	0
850355390353215488	0
942393984026071040	0
850354674913878016	1
850357105622220800	1
494023641605361664	1
898701201713147904	0
903585213153935361	1
942766542567112705	0
942065134813446144	0
850355926708211712	0
899682944591245314	1
850357766418026499	0
942231735722442752	0
1392540154	0
903578025048059904	1
1611564189	0
1070965856069476352	1
942786074295853057	0
850353925534478336	0
1404582935	0
1846442718	0
850353691634929669	0
494026779430895616	0
903580912872558593	0
1070706527605022720	1
850353044860612610	0
942596911672029184	0
942736824115564546	0
850357025351643138	0
959828935159812096	0
494022303731421184	0
850355219368103936	0
1069817902990159872	1
1006567098406055936	0
899709407252099072	1
903581680295976960	1
942448465891663872	0
1248590382	0
959829368041299968	1
959827720061571072	1
1006566967421964288	0
1069570645028007943	1
850352386338107395	0
899298839756062721	0
943233690993229824	0
494026520793726976	1
1006567100394147841	0
903586474821595137	0
943317860939718657	1
1006567029527072768	0
1069157090378346496	1
1070769849343721472	1
850353033376665600	0
1071060944963424257	1
959850306896105480	0
1070365911004180480	0
494023662040006656	1
1070741686932762624	1
903587474164867072	0
959823479221686273	0
1489789836	0
